TARGET_FID_12,GEOID_D,FIPS,POC_Population__Prop_,Median_Household_Income,Ttl_Und,Unemployed_Population__Prop_,GEOID_D_1,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,Md_HHnc,Ttl_Und_1,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FREQSEP20D,FREQAUG19D,FREQPAND_1,PCT_Change_SEP,PCT_Change_AUG
426,14000US08059011730,8059011730,0.179644049,53260,795,0.265353805,14000US08059011730,1.921292782,3596,1807,1789,0.502502781,0.497497219,673,2116,466,341,0.187152392,0.094827586,646,0.179644049,1635,97,0.059327217,53260,795,605,0.265353805,0.201935915,1635,822,0.502752294,2.2,0,1,0,0.00,0.00
427,14000US08059011731,8059011731,0.122878479,72566,804,0.219732167,14000US08059011731,14.07102489,4419,2057,2362,0.46548993,0.53451007,890,2515,537,477,0.201403032,0.107942974,543,0.122878479,2081,11,0.00528592,72566,804,734,0.219732167,0.200601257,2081,1152,0.55358001,2.12,0,3,1,-100.00,200.00
428,14000US08123002502,8123002502,0.076653526,72463,941,0.178931356,14000US08123002502,1378.507568,6849,3589,3260,0.524018105,0.475981895,1892,3309,820,828,0.276244707,0.120893561,525,0.076653526,2343,40,0.01707213,72463,941,1774,0.178931356,0.337326488,2343,577,0.246265472,2.91,0,0,0,0.00,0.00
429,14000US08123001800,8123001800,0.064981949,64023,810,0.22985244,14000US08123001800,331.681488,4432,2230,2202,0.503158845,0.496841155,1050,2247,563,572,0.236913357,0.129061372,288,0.064981949,1600,98,0.06125,64023,810,1078,0.22985244,0.305902384,1600,361,0.225625,2.77,0,0,0,0.00,0.00
430,14000US08031000201,8031000201,0.094025974,55541,620,0.188278166,14000US08031000201,2.08291316,3850,2005,1845,0.520779221,0.479220779,670,2006,638,536,0.174025974,0.139220779,362,0.094025974,1618,239,0.147713226,55541,620,1153,0.188278166,0.350136654,1618,550,0.339925834,2.31,12,13,12,0.00,8.33
431,14000US08031003003,8031003003,0.137910268,57981,1405,0.454987047,14000US08031003003,1.086918235,3321,1728,1593,0.520325203,0.479674797,264,2694,232,131,0.079494128,0.03944595,458,0.137910268,1095,151,0.137899543,57981,1405,691,0.454987047,0.22376943,1095,541,0.494063927,2.01,16,19,16,0.00,18.75
432,14000US08031004201,8031004201,0.134331462,107662,961,0.261425462,14000US08031004201,1.902983069,4809,2303,2506,0.478893741,0.521106259,1200,2220,691,698,0.249532127,0.145144521,646,0.134331462,1973,105,0.053218449,107662,961,828,0.261425462,0.225244831,1973,408,0.206791688,2.43,26,30,26,0.00,15.38
433,14000US08031000402,8031000402,0.106296938,87667,1150,0.240183793,14000US08031000402,1.653914213,5193,2531,2662,0.487386867,0.512613133,437,3874,266,616,0.084151743,0.118621221,552,0.106296938,2984,299,0.100201072,87667,1150,720,0.240183793,0.15037594,2984,1693,0.567359249,1.72,20,24,21,-4.76,14.29
434,14000US08031007006,8031007006,0.434339623,42133,1149,0.264137931,14000US08031007006,1.82312429,5300,2821,2479,0.532264151,0.467735849,1066,3820,341,73,0.201132075,0.013773585,2302,0.434339623,2482,284,0.114423852,42133,1149,785,0.264137931,0.18045977,2482,2482,1,2.14,7,8,7,0.00,14.29
435,14000US08031012010,8031012010,0.175312382,70273,1122,0.250223015,14000US08031012010,5.638068199,5282,2471,2811,0.467815222,0.532184778,891,2525,828,1038,0.168686104,0.196516471,926,0.175312382,2533,18,0.007106198,70273,1122,1198,0.250223015,0.267172168,2533,888,0.350572444,2.09,12,13,12,0.00,8.33
436,14000US08031000303,8031000303,0.052015312,92133,960,0.253968254,14000US08031000303,1.462332487,4441,2135,2306,0.480747579,0.519252421,709,2589,587,556,0.159648728,0.125197028,231,0.052015312,2160,120,0.055555556,92133,960,967,0.253968254,0.255820106,2160,724,0.335185185,2.01,12,14,12,0.00,16.67
437,14000US08031002703,8031002703,0.172743225,46076,1428,0.288135593,14000US08031002703,0.521952748,5129,2721,2408,0.530512771,0.469487229,219,4481,235,194,0.042698382,0.037824137,886,0.172743225,3456,649,0.187789352,46076,1428,568,0.288135593,0.114608555,3456,2839,0.821469907,1.47,14,16,14,0.00,14.29
438,14000US08059011803,8059011803,0.102774158,61653,953,0.209082931,14000US08059011803,1.926925898,5371,2723,2648,0.50698194,0.49301806,1056,3146,627,542,0.196611432,0.100912307,552,0.102774158,2024,26,0.01284585,61653,953,1295,0.209082931,0.28411584,2024,638,0.315217391,2.65,14,15,14,0.00,7.14
439,14000US08059011804,8059011804,0.12007291,69792,786,0.209767814,14000US08059011804,1.9478091,4389,1922,2467,0.437912964,0.562087036,733,2161,566,929,0.16700843,0.211665527,527,0.12007291,1668,35,0.020983213,69792,786,1413,0.209767814,0.377101681,1668,318,0.190647482,2.63,12,13,12,0.00,8.33
440,14000US08059011951,8059011951,0.100031066,71782,523,0.192633517,14000US08059011951,3.229828119,3219,1575,1644,0.489282386,0.510717614,544,1402,623,650,0.168996583,0.201926064,322,0.100031066,1377,19,0.013798112,71782,523,825,0.192633517,0.303867403,1377,286,0.207697894,2.34,7,8,7,0.00,14.29
441,14000US08031003902,8031003902,0.079521163,116310,797,0.220592306,14000US08031003902,2.191248894,4678,2537,2141,0.54232578,0.45767422,1131,2309,624,614,0.241769987,0.131252672,372,0.079521163,1836,90,0.049019608,116310,797,891,0.220592306,0.246609466,1836,390,0.212418301,2.49,9,11,9,0.00,22.22
442,14000US08031004002,8031004002,0.091225022,110571,517,0.187726943,14000US08031004002,2.437091589,3453,1657,1796,0.479872575,0.520127425,849,1384,465,755,0.245873154,0.218650449,315,0.091225022,1342,17,0.01266766,110571,517,948,0.187726943,0.34422658,1342,185,0.137853949,2.56,4,5,4,0.00,25.00
443,14000US08031004003,8031004003,0.166744294,78784,805,0.217861976,14000US08031004003,2.612969637,4294,2108,2186,0.490917559,0.509082441,621,2356,665,652,0.144620401,0.151839776,716,0.166744294,2058,196,0.095238095,78784,805,957,0.217861976,0.258998647,2058,613,0.297862002,2.09,8,15,11,-27.27,36.36
444,14000US08031004004,8031004004,0.112862227,77731,356,0.213429257,14000US08031004004,1.426938415,1967,917,1050,0.466192171,0.533807829,338,958,240,431,0.171835282,0.219115404,222,0.112862227,901,19,0.02108768,77731,356,505,0.213429257,0.302757794,901,136,0.150943396,2.18,12,18,15,-20.00,20.00
445,14000US08059012023,8059012023,0.138809388,89650,701,0.257720588,14000US08059012023,2.117771864,3494,1632,1862,0.467086434,0.532913566,879,1525,606,484,0.251574127,0.138523183,485,0.138809388,1291,13,0.010069713,89650,701,717,0.257720588,0.263602941,1291,125,0.096824167,2.71,0,1,0,0.00,0.00
446,14000US08059012024,8059012024,0.06679353,111944,1003,0.24661913,14000US08059012024,8.056885719,5255,2648,2607,0.503901047,0.496098953,1362,2066,983,844,0.259181732,0.160608944,351,0.06679353,1948,43,0.022073922,111944,1003,1044,0.24661913,0.25670027,1948,282,0.14476386,2.7,0,1,0,0.00,0.00
447,14000US08031004202,8031004202,0.200127065,122500,1344,0.338965952,14000US08031004202,1.951034904,4722,2284,2438,0.48369335,0.51630665,821,2499,663,739,0.173867006,0.156501482,945,0.200127065,1664,18,0.010817308,122500,1344,995,0.338965952,0.250945776,1664,281,0.168870192,2.52,27,31,27,0.00,14.81
448,14000US08031004301,8031004301,0.188909202,46871,1189,0.268943678,14000US08031004301,1.404631734,4923,2405,2518,0.488523258,0.511476742,537,3346,504,536,0.109079829,0.108876701,930,0.188909202,2971,487,0.163917873,46871,1189,781,0.268943678,0.176656865,2971,1988,0.669134971,1.64,22,23,22,0.00,4.55
449,14000US08031004302,8031004302,0.06866614,89872,477,0.228229665,14000US08031004302,1.103166819,2534,1168,1366,0.460931334,0.539068666,461,1412,334,327,0.181925809,0.129044988,174,0.06866614,1225,94,0.076734694,89872,477,379,0.228229665,0.181339713,1225,317,0.25877551,2.04,10,13,11,-9.09,18.18
450,14000US08031004005,8031004005,0.197878788,57555,1129,0.366796621,14000US08031004005,1.05542469,3300,1664,1636,0.504242424,0.495757576,235,2446,230,389,0.071212121,0.117878788,653,0.197878788,1624,309,0.190270936,57555,1129,679,0.366796621,0.220597791,1624,1162,0.715517241,2,8,9,8,0.00,12.50
451,14000US08031004006,8031004006,0.172695688,80298,1231,0.301346389,14000US08031004006,1.951479316,4893,2368,2525,0.483956673,0.516043327,923,2774,639,557,0.188636828,0.113836092,845,0.172695688,2075,109,0.05253012,80298,1231,1296,0.301346389,0.317258262,2075,966,0.465542169,2.26,8,9,8,0.00,12.50
452,14000US08031004101,8031004101,0.501663202,37294,1197,0.32669214,14000US08031004101,4.681405544,4810,2125,2685,0.441787942,0.558212058,1348,2383,570,509,0.28024948,0.105821206,2413,0.501663202,1997,270,0.135202804,37294,1197,1133,0.32669214,0.309224891,1997,1368,0.685027541,2.3,37,36,33,12.12,9.09
453,14000US08031004303,8031004303,0.093911757,209000,573,0.195097038,14000US08031004303,2.48694253,4057,1756,2301,0.432832142,0.567167858,1176,1554,556,771,0.289869362,0.190041903,381,0.093911757,1518,8,0.005270092,209000,573,989,0.195097038,0.336738168,1518,121,0.079710145,2.67,13,15,13,0.00,15.38
454,14000US08059012038,8059012038,0.095861148,88194,762,0.254934761,14000US08059012038,3.268433571,3745,1871,1874,0.499599466,0.500400534,927,1892,564,362,0.24753004,0.096662216,359,0.095861148,1346,8,0.005943536,88194,762,625,0.254934761,0.209100033,1346,126,0.093610698,2.78,0,0,0,0.00,0.00
455,14000US08059012039,8059012039,0.06577961,91596,1219,0.27666818,14000US08059012039,2.308022499,5336,2709,2627,0.507683658,0.492316342,1165,2932,683,556,0.218328336,0.104197901,351,0.06577961,1953,42,0.021505376,91596,1219,757,0.27666818,0.171811167,1953,344,0.176139273,2.73,0,0,0,0.00,0.00
456,14000US08059012041,8059012041,0.136512308,89094,1361,0.28895966,14000US08059012041,3.32262826,5809,2757,3052,0.474608366,0.525391634,1218,2884,693,1014,0.209674643,0.174556722,793,0.136512308,2136,18,0.008426966,89094,1361,1185,0.28895966,0.251592357,2136,223,0.104400749,2.71,0,1,1,-100.00,0.00
457,14000US08059012043,8059012043,0.082344731,106577,1199,0.260143198,14000US08059012043,4.784750462,5732,2783,2949,0.485519888,0.514480112,1310,2805,877,740,0.228541521,0.129099791,472,0.082344731,2143,30,0.013999067,106577,1199,979,0.260143198,0.212410501,2143,240,0.111992534,2.67,0,0,0,0.00,0.00
458,14000US08031000702,8031000702,0.213541667,32572,936,0.230314961,14000US08031000702,1.410150051,5568,2672,2896,0.479885057,0.520114943,1553,3257,448,310,0.27891523,0.055675287,1189,0.213541667,2078,426,0.205004812,32572,936,1165,0.230314961,0.286663386,2078,1569,0.755052936,2.63,31,38,33,-6.06,15.15
459,14000US08031000800,8031000800,0.480848153,9766,232,0.337209302,14000US08031000800,1.654008389,1462,733,729,0.501367989,0.498632011,857,430,46,129,0.586183311,0.088235294,703,0.480848153,465,213,0.458064516,9766,232,346,0.337209302,0.502906977,465,412,0.886021505,3.11,41,47,42,-2.38,11.90
460,14000US08031000902,8031000902,0.158221797,56042,898,0.182002432,14000US08031000902,1.872747183,6276,3348,2928,0.533460803,0.466539197,1627,3313,768,568,0.259241555,0.090503505,993,0.158221797,1897,41,0.021613073,56042,898,1581,0.182002432,0.320429672,1897,691,0.364259357,3.31,12,15,13,-7.69,15.38
461,14000US08031000903,8031000903,0.087917042,43594,1049,0.213254727,14000US08031000903,1.9966048,6654,3302,3352,0.496242861,0.503757139,1996,3488,626,544,0.299969943,0.081755335,585,0.087917042,1977,127,0.064238746,43594,1049,1750,0.213254727,0.355763367,1977,979,0.49519474,3.37,18,23,20,-10.00,15.00
462,14000US08059012046,8059012046,0.129223744,78708,470,0.268111808,14000US08059012046,1.377903342,2190,980,1210,0.447488584,0.552511416,518,1002,367,303,0.23652968,0.138356164,283,0.129223744,833,0,0,78708,470,459,0.268111808,0.261836851,833,64,0.076830732,2.63,1,1,1,0.00,0.00
463,14000US08059012047,8059012047,0.066907776,75946,1077,0.302188552,14000US08059012047,1.733723283,4424,2328,2096,0.526220615,0.473779385,1028,2310,639,447,0.232368897,0.101039783,296,0.066907776,1636,17,0.010391198,75946,1077,650,0.302188552,0.182379349,1636,425,0.259779951,2.7,0,0,0,0.00,0.00
464,14000US08059012048,8059012048,0.043263288,80000,361,0.177134446,14000US08059012048,2.602928162,2427,1097,1330,0.451998352,0.548001648,540,852,317,718,0.22249691,0.295838484,105,0.043263288,1014,102,0.100591716,80000,361,894,0.177134446,0.438665358,1014,319,0.314595661,2.39,0,0,0,0.00,0.00
465,14000US08059012049,8059012049,0.074074074,113333,723,0.233225806,14000US08059012049,2.627622843,3969,1942,2027,0.489292013,0.510707987,988,1781,547,653,0.248929201,0.164525069,294,0.074074074,1384,34,0.024566474,113333,723,876,0.233225806,0.282580645,1384,80,0.057803468,2.87,1,1,1,0.00,0.00
466,14000US08059012051,8059012051,0.064389698,107440,686,0.24343506,14000US08059012051,2.609612942,3572,1788,1784,0.50055991,0.49944009,863,1276,584,849,0.241601344,0.237681971,230,0.064389698,1285,0,0,107440,686,973,0.24343506,0.345280341,1285,93,0.072373541,2.75,0,1,0,0.00,0.00
467,14000US08059012053,8059012053,0.073770492,95486,615,0.195797517,14000US08059012053,2.534295559,3904,1990,1914,0.509733607,0.490266393,868,1686,657,693,0.222336066,0.177510246,288,0.073770492,1419,21,0.014799154,95486,615,884,0.195797517,0.281439032,1419,93,0.065539112,2.74,0,1,0,0.00,0.00
468,14000US08059012054,8059012054,0.096153846,105714,916,0.287417634,14000US08059012054,2.356987,3900,1765,2135,0.452564103,0.547435897,870,1659,681,690,0.223076923,0.176923077,375,0.096153846,1562,21,0.013444302,105714,916,799,0.287417634,0.250705993,1562,236,0.151088348,2.5,6,11,8,-25.00,37.50
469,14000US08059012044,8059012044,0.169663985,102024,822,0.241622575,14000US08059012044,4.268035412,4226,2298,1928,0.543776621,0.456223379,911,2406,575,334,0.215570279,0.079034548,717,0.169663985,1590,9,0.005660377,102024,822,559,0.241622575,0.164315109,1590,592,0.372327044,2.66,3,5,3,0.00,66.67
470,14000US08059012055,8059012055,0.046867168,85966,840,0.258859784,14000US08059012055,2.463666677,3990,2147,1843,0.538095238,0.461904762,986,1777,611,616,0.247117794,0.154385965,187,0.046867168,1585,18,0.011356467,85966,840,884,0.258859784,0.272419106,1585,319,0.20126183,2.51,0,1,0,0.00,0.00
471,14000US08059012057,8059012057,0.101392663,79118,1303,0.26750154,14000US08059012057,3.841189384,5888,2831,3057,0.480808424,0.519191576,1146,3154,957,631,0.194633152,0.10716712,597,0.101392663,2596,40,0.01540832,79118,1303,1007,0.26750154,0.20673373,2596,452,0.174114022,2.26,0,0,0,0.00,0.00
472,14000US08059009900,8059009900,0.092976045,64671,909,0.406347787,14000US08059009900,8.61686039,2463,1346,1117,0.546488023,0.453511977,287,1538,317,321,0.116524564,0.130328867,229,0.092976045,1009,62,0.061446977,64671,909,465,0.406347787,0.20786768,1009,463,0.458870168,2.38,8,10,9,-11.11,11.11
473,14000US08059012026,8059012026,0.042874396,96938,758,0.274936525,14000US08059012026,23.22488785,3312,1553,1759,0.468900966,0.531099034,662,1376,658,616,0.199879227,0.185990338,142,0.042874396,1398,12,0.008583691,96938,758,769,0.274936525,0.278926369,1398,366,0.261802575,2.35,0,0,0,0.00,0.00
474,14000US08059012036,8059012036,0.048514097,145774,771,0.259683395,14000US08059012036,149.8934937,3937,1774,2163,0.450596901,0.549403099,1113,1624,742,458,0.282702565,0.116332233,191,0.048514097,1395,10,0.007168459,145774,771,776,0.259683395,0.261367464,1395,76,0.054480287,2.82,0,0,0,0.00,0.00
475,14000US08031000905,8031000905,0.199622908,60242,678,0.20071048,14000US08031000905,1.311883092,4243,2220,2023,0.523214707,0.476785293,938,2446,453,406,0.221069998,0.095687014,847,0.199622908,1256,56,0.044585987,60242,678,951,0.20071048,0.281527531,1256,421,0.335191083,3.38,13,18,15,-13.33,20.00
476,14000US08031001000,8031001000,0.157017544,42917,515,0.159492103,14000US08031001000,2.484731197,4560,2346,2214,0.514473684,0.485526316,1503,2156,496,405,0.329605263,0.088815789,716,0.157017544,1318,160,0.121396055,42917,515,1242,0.159492103,0.384639207,1318,590,0.447647951,3.46,16,20,17,-5.88,17.65
477,14000US08031001101,8031001101,0.286199095,55568,511,0.226607539,14000US08031001101,0.898166418,2652,1471,1181,0.554675716,0.445324284,509,1666,199,278,0.191930618,0.104826546,759,0.286199095,1009,75,0.074331021,55568,511,524,0.226607539,0.232372506,1009,494,0.489593657,2.53,13,15,13,0.00,15.38
478,14000US08031001102,8031001102,0.176537327,87917,981,0.260626993,14000US08031001102,1.327879906,4407,2376,2031,0.539142274,0.460857726,705,2985,470,247,0.159972771,0.056047198,778,0.176537327,2103,91,0.043271517,87917,981,520,0.260626993,0.138150903,2103,1312,0.623870661,2.08,15,17,16,-6.25,6.25
479,14000US08031003603,8031003603,0.442290749,64539,686,0.2387748,14000US08031003603,1.983103633,3405,1765,1640,0.51835536,0.48164464,590,1977,372,466,0.173274596,0.136857562,1506,0.442290749,1454,81,0.055708391,64539,686,681,0.2387748,0.237034459,1454,427,0.293672627,2.34,15,20,17,-11.76,17.65
480,14000US08059011904,8059011904,0.115565032,55750,464,0.222541966,14000US08059011904,2.675251484,2345,934,1411,0.398294243,0.601705757,313,1160,329,543,0.13347548,0.231556503,271,0.115565032,1204,127,0.105481728,55750,464,640,0.222541966,0.306954436,1204,456,0.378737542,1.92,13,16,13,0.00,23.08
482,14000US08005007400,8005007400,0.422686126,49107,903,0.231954791,14000US08005007400,1.933019519,5413,2730,2683,0.5043414,0.4956586,1657,2899,363,494,0.306114909,0.091261777,2288,0.422686126,1622,132,0.081381011,49107,903,1178,0.231954791,0.3025944,1622,652,0.401972873,3.33,11,15,12,-8.33,25.00
483,14000US08005007600,8005007600,0.548267654,36056,828,0.284829721,14000US08005007600,1.32582736,3781,1904,1877,0.503570484,0.496429516,927,2110,314,430,0.245173235,0.113726527,2073,0.548267654,1232,200,0.162337662,36056,828,1049,0.284829721,0.360853113,1232,855,0.693993506,3.06,10,12,10,0.00,20.00
484,14000US08059009847,8059009847,0.013405681,116379,654,0.260973663,14000US08059009847,5.048091888,3133,1487,1646,0.47462496,0.52537504,679,1353,435,666,0.216725184,0.212575806,42,0.013405681,1278,15,0.011737089,116379,654,761,0.260973663,0.303671189,1278,141,0.110328638,2.45,0,0,0,0.00,0.00
485,14000US08059012034,8059012034,0.028206493,165139,825,0.265358636,14000US08059012034,22.56602097,3758,1848,1910,0.491750931,0.508249069,712,1269,962,815,0.18946248,0.216870676,106,0.028206493,1421,0,0,165139,825,1050,0.265358636,0.337729173,1421,9,0.006333568,2.64,0,0,0,0.00,0.00
486,14000US08059009837,8059009837,0.07336594,142361,894,0.265518266,14000US08059009837,23.15881157,4498,2249,2249,0.5,0.5,1214,2039,555,690,0.269897732,0.153401512,330,0.07336594,1589,0,0,142361,894,772,0.265518266,0.229284229,1589,146,0.091881687,2.82,0,1,0,0.00,0.00
487,14000US08059009828,8059009828,0.107305138,82750,1172,0.246063405,14000US08059009828,4.166201115,5722,3086,2636,0.539321915,0.460678085,1109,2561,964,1088,0.193813352,0.190143307,614,0.107305138,2191,76,0.034687357,82750,1172,1398,0.246063405,0.293512492,2191,302,0.137836604,2.59,4,4,4,0.00,0.00
488,14000US08059012058,8059012058,0.083354511,114676,777,0.246041799,14000US08059012058,580.6672363,3935,2037,1898,0.517662008,0.482337992,840,1679,798,618,0.213468869,0.157052097,328,0.083354511,1581,12,0.007590133,114676,777,776,0.246041799,0.245725142,1581,227,0.143580013,2.48,0,0,0,0.00,0.00
489,14000US08059012027,8059012027,0.082056194,110556,656,0.242245199,14000US08059012027,55.10181046,3132,1558,1574,0.497445722,0.502554278,459,1356,528,789,0.146551724,0.251915709,257,0.082056194,1196,18,0.015050167,110556,656,861,0.242245199,0.317946824,1196,93,0.077759197,2.5,0,0,0,0.00,0.00
490,14000US08059010403,8059010403,0.094654788,52416,1201,0.267423736,14000US08059010403,4.223825932,5388,2843,2545,0.527654046,0.472345954,1070,2946,794,578,0.198589458,0.107275427,510,0.094654788,2524,184,0.072900158,52416,1201,1098,0.267423736,0.244488978,2524,1767,0.700079239,2.13,13,15,14,-7.14,7.14
491,14000US08059012050,8059012050,0.16058029,85030,750,0.225971678,14000US08059012050,4.173729897,3998,1929,2069,0.482491246,0.517508754,795,1984,572,647,0.198849425,0.161830915,642,0.16058029,1759,90,0.051165435,85030,750,879,0.225971678,0.264838807,1759,763,0.433769187,2.27,8,7,8,0.00,-12.50
